Renewable electricity: number of installations at Local Authority Level - as at end of 2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
This worksheet contains one table,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Some cells refer to notes which can be found on the notes worksheet.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Local Authority Code [note 1],Local Authority Name  [note 5][note 6][note 7] [note 8][note 9],Region,Country,Estimated number of households  [note 2][note 3][note 4],Photovoltaics,Onshore Wind,Hydro,Anaerobic Digestion,Offshore Wind,Wave/Tidal,Sewage Gas,Landfill Gas,Municipal Solid Waste,Animal Biomass,Plant Biomass,Cofiring,Total,,,,,,,,,,,,,
E07000173,Gedling,East Midlands,England," 51,600 ","2,932 ",5 ,1 ,4 ,0 ,0 ,1 ,3 ,0 ,0 ,1 ,0 ,"2,947 ",,,,,,,,,,,,,
S12000049,Glasgow City,Scotland,Scotland," 298,251 ","9,983 ",4 ,0 ,1 ,0 ,0 ,0 ,4 ,2 ,0 ,0 ,0 ,"9,994 ",,,,,,,,,,,,,
E07000081,Gloucester,South West,England," 55,400 ","2,929 ",1 ,0 ,1 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,"2,933 ",,,,,,,,,,,,,
E07000088,Gosport,South East,England," 35,900 ","2,013 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"2,013 ",,,,,,,,,,,,,
E07000109,Gravesham,South East,England," 41,700 ","2,871 ",0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,"2,872 ",,,,,,,,,,,,,
E07000145,Great Yarmouth,Eastern,England," 44,500 ","3,209 ",12 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"3,222 ",,,,,,,,,,,,,
E09000011,Greenwich,London,England," 114,100 ","2,243 ",3 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"2,246 ",,,,,,,,,,,,,
E07000209,Guildford,South East,England," 55,800 ","4,494 ",1 ,1 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,"4,497 ",,,,,,,,,,,,,
W06000002,Gwynedd,Wales,Wales," 51,100 ","5,457 ",32 ,120 ,1 ,0 ,0 ,1 ,2 ,0 ,0 ,1 ,0 ,"5,614 ",,,,,,,,,,,,,
E09000012,Hackney,London,England," 106,100 ","1,300 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"1,300 ",,,,,,,,,,,,,
E06000006,Halton,North West,England," 56,000 ","2,237 ",3 ,0 ,0 ,0 ,0 ,1 ,0 ,2 ,1 ,2 ,0 ,"2,246 ",,,,,,,,,,,,,
E09000013,Hammersmith and Fulham,London,England," 81,200 ",704 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,704 ,,,,,,,,,,,,,
E07000131,Harborough,East Midlands,England," 40,400 ","3,017 ",27 ,0 ,2 ,0 ,0 ,0 ,2 ,0 ,0 ,2 ,0 ,"3,050 ",,,,,,,,,,,,,
E09000014,Haringey,London,England," 105,100 ","1,540 ",2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"1,542 ",,,,,,,,,,,,,
E07000073,Harlow,Eastern,England," 37,900 ","1,246 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"1,246 ",,,,,,,,,,,,,
E09000015,Harrow,London,England," 89,600 ","2,212 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"2,212 ",,,,,,,,,,,,,
E07000089,Hart,South East,England," 40,000 ","3,489 ",1 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,1 ,0 ,"3,492 ",,,,,,,,,,,,,
E06000001,Hartlepool,North East,England," 40,900 ","2,581 ",6 ,0 ,1 ,0 ,0 ,0 ,1 ,0 ,0 ,2 ,0 ,"2,591 ",,,,,,,,,,,,,
E07000062,Hastings,South East,England," 40,500 ","1,489 ",0 ,0 ,0 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,"1,491 ",,,,,,,,,,,,,
E07000090,Havant,South East,England," 53,600 ","3,469 ",0 ,0 ,0 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,"3,471 ",,,,,,,,,,,,,
E09000016,Havering,London,England," 101,300 ","3,704 ",4 ,0 ,0 ,0 ,0 ,1 ,3 ,0 ,0 ,1 ,0 ,"3,713 ",,,,,,,,,,,,,
E06000019,"Herefordshire, County of",West Midlands,England," 82,800 ","9,105 ",26 ,6 ,20 ,0 ,0 ,0 ,0 ,0 ,0 ,18 ,0 ,"9,175 ",,,,,,,,,,,,,
E07000098,Hertsmere,Eastern,England," 42,700 ","1,233 ",0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"1,234 ",,,,,,,,,,,,,
E07000037,High Peak,East Midlands,England," 40,800 ","1,805 ",2 ,8 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,"1,816 ",,,,,,,,,,,,,
S12000017,Highland,Scotland,Scotland," 113,906 ","11,700 ",275 ,309 ,5 ,0 ,1 ,1 ,2 ,0 ,0 ,9 ,0 ,"12,302 ",,,,,,,,,,,,,
E09000017,Hillingdon,London,England," 109,200 ","2,491 ",3 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,1 ,0 ,"2,496 ",,,,,,,,,,,,,
E07000132,Hinckley and Bosworth,East Midlands,England," 49,400 ","3,273 ",17 ,0 ,0 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,"3,292 ",,,,,,,,,,,,,
E07000227,Horsham,South East,England," 62,400 ","4,655 ",2 ,0 ,2 ,0 ,0 ,0 ,5 ,0 ,0 ,0 ,0 ,"4,664 ",,,,,,,,,,,,,
E09000018,Hounslow,London,England," 103,000 ","2,446 ",3 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,1 ,0 ,"2,451 ",,,,,,,,,,,,,
E07000011,Huntingdonshire,Eastern,England," 76,900 ","6,062 ",35 ,2 ,2 ,0 ,0 ,0 ,5 ,0 ,0 ,2 ,0 ,"6,108 ",,,,,,,,,,,,,
E07000120,Hyndburn,North West,England," 34,800 ","1,008 ",9 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,1 ,0 ,"1,019 ",,,,,,,,,,,,,
S12000018,Inverclyde,Scotland,Scotland," 37,615 ","1,548 ",20 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"1,570 ",,,,,,,,,,,,,
E07000202,Ipswich,Eastern,England," 59,500 ","3,592 ",0 ,0 ,0 ,0 ,0 ,1 ,1 ,0 ,0 ,1 ,0 ,"3,595 ",,,,,,,,,,,,,
W06000001,Isle of Anglesey / Ynys Môn,Wales,Wales," 30,800 ","5,676 ",37 ,0 ,1 ,0 ,0 ,0 ,1 ,0 ,0 ,1 ,0 ,"5,716 ",,,,,,,,,,,,,
E06000046,Isle of Wight,South East,England," 64,800 ","5,108 ",3 ,0 ,2 ,0 ,0 ,1 ,1 ,0 ,0 ,1 ,0 ,"5,116 ",,,,,,,,,,,,,
E06000053,Isles of Scilly,South West,England, 900 ,88 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,88 ,,,,,,,,,,,,,
E09000019,Islington,London,England," 96,500 ","1,028 ",1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,"1,030 ",,,,,,,,,,,,,
E09000020,Kensington and Chelsea,London,England," 66,900 ",357 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,358 ,,,,,,,,,,,,,
E07000146,King's Lynn and West Norfolk,Eastern,England," 67,500 ","5,703 ",159 ,0 ,3 ,1 ,0 ,2 ,3 ,0 ,0 ,4 ,0 ,"5,875 ",,,,,,,,,,,,,
E06000010,"Kingston Upon Hull, City of",Yorkshire and Humber,England," 115,500 ","3,772 ",6 ,0 ,1 ,0 ,0 ,1 ,0 ,0 ,0 ,3 ,0 ,"3,783 ",,,,,,,,,,,,,
E09000021,Kingston Upon Thames,London,England," 65,600 ","1,837 ",0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,"1,838 ",,,,,,,,,,,,,
E08000034,Kirklees,Yorkshire and Humber,England," 178,000 ","9,002 ",89 ,1 ,2 ,0 ,0 ,0 ,0 ,1 ,0 ,1 ,0 ,"9,096 ",,,,,,,,,,,,,
E08000011,Knowsley,North West,England," 66,100 ","4,854 ",3 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,1 ,0 ,"4,859 ",,,,,,,,,,,,,
E09000022,Lambeth,London,England," 134,700 ","1,869 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"1,869 ",,,,,,,,,,,,,
E07000121,Lancaster,North West,England," 60,000 ","2,658 ",24 ,3 ,3 ,6 ,0 ,1 ,2 ,0 ,0 ,0 ,0 ,"2,697 ",,,,,,,,,,,,,
E08000035,Leeds,Yorkshire and Humber,England," 341,500 ","13,417 ",29 ,3 ,3 ,0 ,0 ,0 ,5 ,2 ,0 ,2 ,0 ,"13,461 ",,,,,,,,,,,,,
E06000016,Leicester,East Midlands,England," 127,400 ","7,558 ",4 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,"7,565 ",,,,,,,,,,,,,
E07000063,Lewes,South East,England," 43,700 ","4,033 ",2 ,0 ,0 ,0 ,0 ,1 ,2 ,1 ,0 ,0 ,0 ,"4,039 ",,,,,,,,,,,,,
E09000023,Lewisham,London,England," 122,400 ","2,115 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,"2,116 ",,,,,,,,,,,,,
E07000194,Lichfield,West Midlands,England," 45,600 ","2,278 ",8 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"2,288 ",,,,,,,,,,,,,
E07000138,Lincoln,East Midlands,England," 42,500 ","1,892 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"1,892 ",,,,,,,,,,,,,
E08000012,Liverpool,North West,England," 207,500 ","6,990 ",5 ,0 ,1 ,0 ,0 ,1 ,0 ,0 ,0 ,1 ,0 ,"6,998 ",,,,,,,,,,,,,
E06000032,Luton,Eastern,England," 78,900 ","2,658 ",2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"2,660 ",,,,,,,,,,,,,
E07000110,Maidstone,South East,England," 71,200 ","5,264 ",3 ,1 ,2 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,"5,271 ",,,,,,,,,,,,,
E07000074,Maldon,Eastern,England," 27,900 ","2,673 ",23 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"2,696 ",,,,,,,,,,,,,
E07000235,Malvern Hills,West Midlands,England," 34,900 ","4,144 ",0 ,1 ,2 ,0 ,0 ,0 ,1 ,0 ,0 ,1 ,0 ,"4,149 ",,,,,,,,,,,,,
E08000003,Manchester,North West,England," 214,700 ","10,493 ",1 ,0 ,3 ,0 ,0 ,0 ,0 ,0 ,0 ,3 ,0 ,"10,500 ",,,,,,,,,,,,,
E07000174,Mansfield,East Midlands,England," 48,000 ","2,542 ",0 ,0 ,1 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,"2,544 ",,,,,,,,,,,,,
E06000035,Medway,South East,England," 111,500 ","3,784 ",3 ,0 ,0 ,0 ,0 ,1 ,1 ,0 ,0 ,2 ,0 ,"3,791 ",,,,,,,,,,,,,
E07000133,Melton,East Midlands,England," 22,600 ","1,988 ",21 ,0 ,2 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,"2,012 ",,,,,,,,,,,,,
W06000024,Merthyr Tydfil / Merthyr Tudful,Wales,Wales," 25,800 ","1,285 ",7 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,"1,296 ",,,,,,,,,,,,,
E09000024,Merton,London,England," 81,700 ","2,191 ",1 ,0 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"2,194 ",,,,,,,,,,,,,
E07000042,Mid Devon,South West,England," 35,600 ","6,134 ",37 ,2 ,10 ,0 ,0 ,1 ,1 ,0 ,0 ,1 ,0 ,"6,186 ",,,,,,,,,,,,,
E07000203,Mid Suffolk,Eastern,England," 44,300 ","5,982 ",68 ,0 ,3 ,0 ,0 ,0 ,4 ,1 ,1 ,0 ,0 ,"6,059 ",,,,,,,,,,,,,
E07000228,Mid Sussex,South East,England," 63,300 ","5,192 ",6 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,"5,199 ",,,,,,,,,,,,,
E06000002,Middlesbrough,North East,England," 60,300 ","2,400 ",8 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"2,409 ",,,,,,,,,,,,,
S12000019,Midlothian,Scotland,Scotland," 42,739 ","5,109 ",16 ,2 ,1 ,0 ,0 ,0 ,3 ,1 ,0 ,0 ,0 ,"5,132 ",,,,,,,,,,,,,
E06000042,Milton Keynes,South East,England," 113,100 ","7,593 ",5 ,0 ,2 ,0 ,0 ,1 ,1 ,1 ,0 ,0 ,0 ,"7,603 ",,,,,,,,,,,,,
E07000210,Mole Valley,South East,England," 37,100 ","2,698 ",0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,"2,699 ",,,,,,,,,,,,,
W06000021,Monmouthshire / Sir Fynwy,Wales,Wales," 40,900 ","5,386 ",10 ,11 ,1 ,0 ,0 ,1 ,0 ,0 ,0 ,3 ,0 ,"5,412 ",,,,,,,,,,,,,
S12000020,Moray,Scotland,Scotland," 44,291 ","4,407 ",75 ,4 ,7 ,2 ,0 ,0 ,1 ,0 ,0 ,2 ,0 ,"4,498 ",,,,,,,,,,,,,
S12000013,Na H-Eileanan Siar,Scotland,Scotland," 12,888 ",637 ,195 ,7 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,840 ,,,,,,,,,,,,,
W06000012,Neath Port Talbot / Castell-Nedd Port Talbot,Wales,Wales," 62,400 ","3,390 ",11 ,7 ,0 ,0 ,0 ,1 ,2 ,0 ,0 ,2 ,0 ,"3,413 ",,,,,,,,,,,,,
E07000091,New Forest,South East,England," 77,600 ","6,541 ",2 ,0 ,0 ,0 ,0 ,0 ,4 ,2 ,0 ,1 ,0 ,"6,550 ",,,,,,,,,,,,,
E07000175,Newark and Sherwood,East Midlands,England," 53,300 ","4,703 ",35 ,0 ,6 ,0 ,0 ,0 ,2 ,0 ,0 ,1 ,0 ,"4,747 ",,,,,,,,,,,,,
E08000021,Newcastle Upon Tyne,North East,England," 122,800 ","4,799 ",0 ,0 ,1 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,"4,801 ",,,,,,,,,,,,,
E07000195,Newcastle-Under-Lyme,West Midlands,England," 53,400 ","2,965 ",7 ,0 ,1 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,"2,974 ",,,,,,,,,,,,,
E09000025,Newham,London,England," 115,500 ","1,468 ",8 ,0 ,0 ,0 ,0 ,3 ,0 ,0 ,0 ,2 ,0 ,"1,481 ",,,,,,,,,,,,,
W06000022,Newport / Casnewydd,Wales,Wales," 66,100 ","3,538 ",11 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,7 ,0 ,"3,557 ",,,,,,,,,,,,,
S12000021,North Ayrshire,Scotland,Scotland," 65,107 ","6,225 ",37 ,14 ,2 ,0 ,0 ,0 ,2 ,0 ,0 ,1 ,0 ,"6,281 ",,,,,,,,,,,,,
E07000043,North Devon,South West,England," 43,200 ","5,758 ",47 ,2 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"5,809 ",,,,,,,,,,,,,
E07000038,North East Derbyshire,East Midlands,England," 46,000 ","2,936 ",19 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,"2,957 ",,,,,,,,,,,,,
E06000012,North East Lincolnshire,Yorkshire and Humber,England," 69,800 ","3,348 ",4 ,0 ,0 ,3 ,1 ,2 ,2 ,1 ,0 ,0 ,0 ,"3,361 ",,,,,,,,,,,,,
E07000099,North Hertfordshire,Eastern,England," 56,700 ","3,740 ",0 ,0 ,1 ,0 ,0 ,0 ,2 ,0 ,0 ,0 ,0 ,"3,743 ",,,,,,,,,,,,,
E07000139,North Kesteven,East Midlands,England," 51,000 ","5,132 ",9 ,0 ,7 ,0 ,0 ,0 ,2 ,1 ,0 ,1 ,0 ,"5,152 ",,,,,,,,,,,,,
S12000050,North Lanarkshire,Scotland,Scotland," 153,004 ","11,699 ",34 ,2 ,2 ,0 ,0 ,0 ,8 ,0 ,0 ,1 ,0 ,"11,746 ",,,,,,,,,,,,,
E06000013,North Lincolnshire,Yorkshire and Humber,England," 73,200 ","7,908 ",33 ,0 ,9 ,0 ,0 ,1 ,3 ,0 ,1 ,1 ,0 ,"7,956 ",,,,,,,,,,,,,
E07000147,North Norfolk,Eastern,England," 48,400 ","5,068 ",21 ,1 ,6 ,2 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,"5,099 ",,,,,,,,,,,,,
E06000061,North Northamptonshire,East Midlands,England," 148,900 ","9,839 ",20 ,2 ,6 ,0 ,0 ,0 ,5 ,0 ,0 ,2 ,0 ,"9,874 ",,,,,,,,,,,,,
E06000024,North Somerset,South West,England," 94,600 ","12,108 ",7 ,2 ,2 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,"12,120 ",,,,,,,,,,,,,
E08000022,North Tyneside,North East,England," 96,200 ","5,899 ",1 ,0 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"5,902 ",,,,,,,,,,,,,
E07000218,North Warwickshire,West Midlands,England," 27,600 ","1,465 ",1 ,0 ,4 ,0 ,0 ,1 ,1 ,0 ,0 ,1 ,0 ,"1,473 ",,,,,,,,,,,,,
E07000134,North West Leicestershire,East Midlands,England," 45,000 ","3,041 ",11 ,0 ,2 ,0 ,0 ,0 ,2 ,0 ,0 ,0 ,0 ,"3,056 ",,,,,,,,,,,,,
E06000065,North Yorkshire,Yorkshire and Humber,England," 274,400 ","22,983 ",230 ,35 ,18 ,0 ,0 ,5 ,9 ,1 ,0 ,16 ,0 ,"23,297 ",,,,,,,,,,,,,
E06000057,Northumberland,North East,England," 146,900 ","12,908 ",129 ,8 ,4 ,1 ,0 ,1 ,3 ,0 ,0 ,5 ,0 ,"13,059 ",,,,,,,,,,,,,
E07000148,Norwich,Eastern,England," 64,500 ","2,793 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,"2,794 ",,,,,,,,,,,,,
E06000018,Nottingham,East Midlands,England," 124,800 ","9,812 ",1 ,1 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,4 ,0 ,"9,819 ",,,,,,,,,,,,,
E07000219,Nuneaton and Bedworth,West Midlands,England," 56,600 ","2,361 ",0 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,0 ,0 ,0 ,"2,363 ",,,,,,,,,,,,,
E07000135,Oadby and Wigston,East Midlands,England," 22,600 ","1,396 ",1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"1,397 ",,,,,,,,,,,,,
E08000004,Oldham,North West,England," 93,100 ","3,251 ",10 ,1 ,0 ,0 ,0 ,1 ,3 ,0 ,0 ,6 ,0 ,"3,272 ",,,,,,,,,,,,,
S12000023,Orkney Islands,Scotland,Scotland," 10,887 ",634 ,803 ,1 ,0 ,0 ,14 ,0 ,0 ,0 ,0 ,0 ,0 ,"1,452 ",,,,,,,,,,,,,
E07000178,Oxford,South East,England," 55,200 ","2,796 ",2 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"2,800 ",,,,,,,,,,,,,
W06000009,Pembrokeshire / Sir Benfro,Wales,Wales," 55,500 ","8,007 ",152 ,13 ,1 ,0 ,1 ,1 ,1 ,0 ,0 ,3 ,0 ,"8,179 ",,,,,,,,,,,,,
E07000122,Pendle,North West,England," 38,100 ","2,091 ",17 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,"2,109 ",,,,,,,,,,,,,
S12000048,Perth and Kinross,Scotland,Scotland," 71,441 ","8,252 ",94 ,90 ,3 ,0 ,0 ,0 ,1 ,0 ,0 ,3 ,0 ,"8,443 ",,,,,,,,,,,,,
E06000031,Peterborough,Eastern,England," 84,500 ","11,454 ",4 ,0 ,0 ,0 ,0 ,0 ,3 ,1 ,0 ,0 ,0 ,"11,462 ",,,,,,,,,,,,,
E06000026,Plymouth,South West,England," 114,600 ","9,190 ",2 ,1 ,0 ,0 ,0 ,1 ,3 ,1 ,0 ,2 ,0 ,"9,200 ",,,,,,,,,,,,,
E06000044,Portsmouth,South East,England," 86,200 ","2,811 ",0 ,0 ,0 ,0 ,0 ,0 ,2 ,1 ,0 ,0 ,0 ,"2,814 ",,,,,,,,,,,,,
W06000023,Powys,Wales,Wales," 60,200 ","9,011 ",126 ,78 ,10 ,0 ,0 ,1 ,1 ,0 ,0 ,10 ,0 ,"9,237 ",,,,,,,,,,,,,
E07000123,Preston,North West,England," 59,600 ","5,501 ",4 ,1 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,"5,507 ",,,,,,,,,,,,,
E06000038,Reading,South East,England," 67,700 ","3,051 ",0 ,0 ,0 ,0 ,0 ,1 ,2 ,0 ,0 ,0 ,0 ,"3,054 ",,,,,,,,,,,,,
E09000026,Redbridge,London,England," 103,700 ","2,088 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"2,088 ",,,,,,,,,,,,,
E06000003,Redcar and Cleveland,North East,England," 61,600 ","3,392 ",11 ,0 ,4 ,1 ,0 ,1 ,2 ,1 ,0 ,1 ,0 ,"3,413 ",,,,,,,,,,,,,
E07000236,Redditch,West Midlands,England," 36,400 ","1,614 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"1,614 ",,,,,,,,,,,,,
E07000211,Reigate and Banstead,South East,England," 59,800 ","4,223 ",0 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,0 ,0 ,0 ,"4,225 ",,,,,,,,,,,,,
S12000038,Renfrewshire,Scotland,Scotland," 87,749 ","5,724 ",4 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,"5,730 ",,,,,,,,,,,,,
W06000016,Rhondda Cynon Taf,Wales,Wales," 103,300 ","5,940 ",15 ,4 ,1 ,0 ,0 ,0 ,2 ,1 ,0 ,0 ,0 ,"5,963 ",,,,,,,,,,,,,
E07000124,Ribble Valley,North West,England," 26,700 ","1,618 ",19 ,2 ,3 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,"1,643 ",,,,,,,,,,,,,
E09000027,Richmond Upon Thames,London,England," 80,700 ","2,342 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"2,342 ",,,,,,,,,,,,,
E08000005,Rochdale,North West,England," 90,200 ","3,512 ",16 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,"3,530 ",,,,,,,,,,,,,
E07000075,Rochford,Eastern,England," 35,600 ","2,556 ",0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,"2,557 ",,,,,,,,,,,,,
E07000125,Rossendale,North West,England," 30,600 ","1,757 ",39 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,"1,797 ",,,,,,,,,,,,,
E07000064,Rother,South East,England," 42,100 ","3,083 ",1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"3,084 ",,,,,,,,,,,,,
E08000018,Rotherham,Yorkshire and Humber,England," 113,900 ","7,638 ",6 ,2 ,2 ,0 ,0 ,2 ,1 ,0 ,0 ,1 ,0 ,"7,652 ",,,,,,,,,,,,,
E07000220,Rugby,West Midlands,England," 47,000 ","2,956 ",4 ,0 ,2 ,0 ,0 ,1 ,2 ,0 ,0 ,4 ,0 ,"2,969 ",,,,,,,,,,,,,
E07000212,Runnymede,South East,England," 34,800 ","1,870 ",0 ,0 ,1 ,0 ,0 ,1 ,2 ,0 ,0 ,0 ,0 ,"1,874 ",,,,,,,,,,,,,
E07000176,Rushcliffe,East Midlands,England," 49,900 ","4,070 ",4 ,0 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,"4,078 ",,,,,,,,,,,,,
E07000092,Rushmoor,South East,England," 39,300 ","1,738 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"1,738 ",,,,,,,,,,,,,
E06000017,Rutland,East Midlands,England," 16,700 ","1,755 ",5 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"1,761 ",,,,,,,,,,,,,
E08000006,Salford,North West,England," 115,100 ","4,819 ",1 ,1 ,2 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,"4,824 ",,,,,,,,,,,,,
E08000028,Sandwell,West Midlands,England," 130,200 ","3,544 ",2 ,0 ,0 ,0 ,0 ,0 ,1 ,2 ,0 ,1 ,0 ,"3,550 ",,,,,,,,,,,,,
S12000026,Scottish Borders,Scotland,Scotland," 56,085 ","6,503 ",134 ,11 ,5 ,0 ,0 ,1 ,1 ,0 ,0 ,4 ,0 ,"6,659 ",,,,,,,,,,,,,
E08000014,Sefton,North West,England," 123,100 ","3,364 ",7 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,2 ,0 ,"3,374 ",,,,,,,,,,,,,
E07000111,Sevenoaks,South East,England," 49,000 ","3,072 ",2 ,0 ,1 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,"3,076 ",,,,,,,,,,,,,
E08000019,Sheffield,Yorkshire and Humber,England," 232,000 ","9,699 ",10 ,4 ,1 ,0 ,0 ,1 ,3 ,1 ,0 ,8 ,0 ,"9,727 ",,,,,,,,,,,,,
S12000027,Shetland Islands,Scotland,Scotland," 10,763 ",327 ,251 ,2 ,0 ,0 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,582 ,,,,,,,,,,,,,
E06000051,Shropshire,West Midlands,England," 139,600 ","11,793 ",73 ,5 ,37 ,0 ,0 ,2 ,2 ,1 ,0 ,10 ,0 ,"11,923 ",,,,,,,,,,,,,
E06000039,Slough,South East,England," 52,400 ","1,441 ",0 ,0 ,0 ,0 ,0 ,1 ,1 ,2 ,0 ,2 ,0 ,"1,447 ",,,,,,,,,,,,,
E08000029,Solihull,West Midlands,England," 89,500 ","3,031 ",0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,"3,032 ",,,,,,,,,,,,,
"	E06000066",Somerset,South West,England," 250,100 ","24,603 ",65 ,26 ,21 ,0 ,0 ,1 ,6 ,0 ,0 ,31 ,0 ,"24,753 ",,,,,,,,,,,,,
S12000028,South Ayrshire,Scotland,Scotland," 53,129 ","2,994 ",52 ,6 ,3 ,0 ,0 ,0 ,1 ,0 ,0 ,5 ,0 ,"3,061 ",,,,,,,,,,,,,
E07000012,South Cambridgeshire,Eastern,England," 67,000 ","11,862 ",13 ,0 ,1 ,0 ,0 ,0 ,3 ,0 ,0 ,0 ,0 ,"11,879 ",,,,,,,,,,,,,
